,X,Y,Z
1345,526744.78,710989.78,6.471
1346,526748.89,710980.66,6.534
1347,526752.99,710971.55,6.813000000000001
1348,526757.1,710962.43,6.426
1349,526761.21,710953.31,6.174
1350,526765.32,710944.19,6.444
1351,526769.42,710935.08,5.976
1352,526773.53,710925.96,5.436
1353,526777.64,710916.84,5.841
1354,526781.74,710907.72,5.076
1355,526785.85,710898.61,4.779
1356,526789.96,710889.49,4.5360000000000005
1357,526794.07,710880.37,5.166
1358,526798.17,710871.25,4.266
1359,526802.28,710862.14,4.311
1360,526806.39,710853.02,4.086
1361,526810.49,710843.9,4.122
1362,526814.6,710834.78,3.51
1363,526818.71,710825.67,3.519
1364,526822.82,710816.55,3.7710000000000004
1365,526826.92,710807.43,4.392
1366,526831.03,710798.31,3.456
1367,526835.14,710789.19,3.798
1368,526839.25,710780.08,3.8160000000000003
1369,526843.35,710770.96,4.293
1370,526847.46,710761.84,5.094
1371,526851.57,710752.72,2.142
1372,526855.67,710743.61,2.1870000000000003
1373,526859.78,710734.49,2.331
1374,526863.89,710725.37,2.2680000000000002
1375,526868.0,710716.25,2.142
1376,526872.1,710707.14,2.331
1377,526876.21,710698.02,2.403
1378,526880.32,710688.9,2.529
1379,526884.42,710679.78,2.583
1380,526888.53,710670.67,2.61
1381,526892.64,710661.55,3.618
1382,526896.75,710652.43,3.9240000000000004
1383,526900.85,710643.31,3.978
1384,526904.96,710634.2,4.3020000000000005
1385,526909.07,710625.08,4.869000000000001
1386,526913.17,710615.96,5.373
1387,526917.28,710606.84,6.003
1388,526921.39,710597.72,6.714
1389,526925.5,710588.61,7.425
1390,526929.6,710579.49,8.046
1391,526933.71,710570.37,9.117
1392,526937.82,710561.25,9.558
1393,526941.92,710552.14,9.558
1394,526946.03,710543.02,9.846
1395,526950.14,710533.9,10.44
1396,526954.25,710524.78,10.503
1397,526958.35,710515.67,10.620000000000001
1398,526962.46,710506.55,10.602
1399,526966.57,710497.43,10.458
1400,526970.68,710488.31,9.954
1401,526974.78,710479.2,9.395999999999999
1402,526978.89,710470.08,10.656
1403,526983.0,710460.96,11.412
1404,526987.1,710451.84,9.72
1405,526991.21,710442.73,8.126999999999999
1406,526995.32,710433.61,6.912
1407,526999.43,710424.49,6.3
1408,527003.53,710415.37,6.642
1409,527007.64,710406.25,7.226999999999999
1410,527011.75,710397.14,7.973999999999999
1411,527015.85,710388.02,10.232999999999999
1412,527019.96,710378.9,11.106
1413,527024.07,710369.78,11.520000000000001
1414,527028.18,710360.67,11.691
1415,527032.28,710351.55,11.817
1416,527036.39,710342.43,11.709
1417,527040.5,710333.31,10.935
1418,527044.6,710324.2,7.245000000000001
1419,527048.71,710315.08,6.201
1420,527052.82,710305.96,5.148
1421,527056.93,710296.84,5.13
1422,527061.03,710287.73,6.084
1423,527065.14,710278.61,5.841
1424,527069.25,710269.49,8.739
1425,527073.35,710260.37,8.091000000000001
1426,527077.46,710251.26,7.460999999999999
1427,527081.57,710242.14,7.659
1428,527085.68,710233.02,7.245000000000001
1429,527089.78,710223.9,6.8580000000000005
1430,527093.89,710214.78,6.03
1431,527098.0,710205.67,5.49
1432,527102.11,710196.55,4.545
1433,527106.21,710187.43,3.555
1434,527110.32,710178.31,2.628
1435,527114.43,710169.2,1.9800000000000002
1436,526651.22,711221.83,7.695000000000001
1437,526655.32,711212.71,9.576
1438,526663.54,711194.48,9.054
1439,526667.65,711185.36,8.874
1440,526671.75,711176.24,8.532
1441,526700.5,711112.42,7.038
1442,526704.61,711103.3,7.434
1443,526708.72,711094.18,8.82
1444,526712.83,711085.07,7.6049999999999995
1445,526716.93,711075.95,6.219
1446,526721.04,711066.83,6.992999999999999
1447,526725.15,711057.71,6.777
1448,526729.25,711048.6,5.967
1449,526733.36,711039.48,5.265
1450,526737.47,711030.36,5.112
1451,526741.58,711021.24,5.373
1452,526745.68,711012.12,5.769
1453,526749.79,711003.01,6.417
1454,526753.9,710993.89,5.445
1455,526758.0,710984.77,5.085000000000001
1456,526762.11,710975.65,6.147
1457,526766.22,710966.54,5.472
1458,526770.33,710957.42,4.869000000000001
1459,526774.43,710948.3,5.355
1460,526778.54,710939.18,4.671
1461,526782.65,710930.07,3.762
1462,526786.75,710920.95,4.086
1463,526790.86,710911.83,3.798
1464,526794.97,710902.71,3.447
1465,526799.08,710893.6,3.195
1466,526803.18,710884.48,3.4650000000000003
1467,526807.29,710875.36,2.9610000000000003
1468,526811.4,710866.24,2.781
1469,526815.51,710857.13,2.16
1470,526819.61,710848.01,2.682
1471,526823.72,710838.89,2.205
1472,526827.83,710829.77,2.3040000000000003
1473,526831.93,710820.65,1.863
1474,526836.04,710811.54,3.168
1475,526840.15,710802.42,3.6270000000000002
1476,526844.26,710793.3,2.799
1477,526848.36,710784.18,2.3400000000000003
1478,526852.47,710775.07,2.115
1479,526856.58,710765.95,1.773
1480,526860.68,710756.83,1.557
1481,526864.79,710747.71,1.503
1482,526868.9,710738.6,1.602
1483,526873.01,710729.48,1.6560000000000001
1484,526877.11,710720.36,1.62
1485,526881.22,710711.24,1.746
1486,526885.33,710702.13,1.845
1487,526889.43,710693.01,1.899
1488,526893.54,710683.89,1.863
1489,526897.65,710674.77,1.6560000000000001
1490,526901.76,710665.66,2.286
1491,526905.86,710656.54,2.1510000000000002
1492,526909.97,710647.42,2.3760000000000003
1493,526914.08,710638.3,2.628
1494,526918.18,710629.18,4.023
1495,526922.29,710620.07,4.887
1496,526926.4,710610.95,5.463
1497,526930.51,710601.83,7.218
1498,526934.61,710592.71,7.65
1499,526938.72,710583.6,7.551000000000001
1500,526942.83,710574.48,7.659
1501,526946.94,710565.36,9.666
1502,526951.04,710556.24,9.702
1503,526955.15,710547.13,10.314000000000002
1504,526959.26,710538.01,10.692
1505,526963.36,710528.89,10.773000000000001
1506,526967.47,710519.77,10.845
1507,526971.58,710510.66,10.971
1508,526975.69,710501.54,11.16
1509,526979.79,710492.42,11.745000000000001
1510,526983.9,710483.3,12.429
1511,526988.01,710474.19,12.321
1512,526992.11,710465.07,11.772
1513,526996.22,710455.95,11.052
1514,527000.33,710446.83,9.819
1515,527004.44,710437.71,8.532
1516,527008.54,710428.6,7.983
1517,527012.65,710419.48,8.928
1518,527016.76,710410.36,10.179
1519,527020.86,710401.24,9.666
1520,527024.97,710392.13,10.791
1521,527029.08,710383.01,11.25
1522,527033.19,710373.89,11.628
1523,527037.29,710364.77,11.610000000000001
1524,527041.4,710355.66,11.727
1525,527045.51,710346.54,11.43
1526,527049.61,710337.42,10.593
1527,527053.72,710328.3,5.562
1528,527057.83,710319.19,5.517
1529,527061.94,710310.07,5.328
1530,527066.04,710300.95,5.247
1531,527070.15,710291.83,6.291
1532,527074.26,710282.72,5.922000000000001
1533,527078.37,710273.6,8.406
1534,527082.47,710264.48,8.388
1535,527086.58,710255.36,7.685999999999999
1536,527090.69,710246.24,7.524
1537,527094.79,710237.13,7.425
1538,527098.9,710228.01,6.885000000000001
1539,527103.01,710218.89,6.381
1540,527107.12,710209.77,5.6160000000000005
1541,527111.22,710200.66,5.058
1542,527115.33,710191.54,3.528
1543,527119.44,710182.42,2.727
1544,527123.54,710173.3,2.07
1545,527127.65,710164.19,2.052
1546,526660.34,711225.94,4.734
1547,526713.73,711107.41,5.571000000000001
1548,526717.84,711098.29,5.292
1549,526721.94,711089.17,4.428
1550,526726.05,711080.06,3.582
1551,526730.16,711070.94,3.978
1552,526734.26,711061.82,3.546
1553,526738.37,711052.7,2.682
1554,526742.48,711043.58,1.818
1555,526746.59,711034.47,3.213
1556,526750.69,711025.35,3.4650000000000003
1557,526754.8,711016.23,3.294
1558,526758.91,711007.11,4.6259999999999994
1559,526763.02,710998.0,3.6630000000000003
1560,526767.12,710988.88,2.9339999999999997
1561,526771.23,710979.76,3.546
1562,526775.34,710970.64,3.042
1563,526779.44,710961.53,2.493
1564,526783.55,710952.41,3.5730000000000004
1565,526787.66,710943.29,2.709
1566,526791.77,710934.17,1.971
1567,526795.87,710925.06,2.1870000000000003
1568,526799.98,710915.94,1.9800000000000002
1569,526828.73,710852.11,1.053
1570,526832.84,710843.0,1.098
1571,526836.94,710833.88,1.1340000000000001
1572,526841.05,710824.76,1.179
1573,526845.16,710815.64,1.2240000000000002
1574,526849.27,710806.53,1.269
1575,526853.37,710797.41,1.296
1576,526857.48,710788.29,1.26
1577,526861.59,710779.17,1.215
1578,526865.69,710770.06,1.242
1579,526869.8,710760.94,1.1520000000000001
1580,526873.91,710751.82,1.062
1581,526878.02,710742.7,1.125
1582,526882.12,710733.59,0.936
1583,526886.23,710724.47,0.9720000000000001
1584,526890.34,710715.35,0.9900000000000001
1585,526894.45,710706.23,0.9810000000000001
1586,526898.55,710697.12,0.9990000000000001
1587,526902.66,710688.0,0.9630000000000001
1588,526906.77,710678.88,1.035
1589,526910.87,710669.76,0.936
1590,526914.98,710660.64,0.936
1591,526919.09,710651.53,1.278
1592,526923.2,710642.41,1.62
1593,526927.3,710633.29,2.556
1594,526931.41,710624.17,2.718
1595,526935.52,710615.06,4.95
1596,526939.62,710605.94,6.651
1597,526943.73,710596.82,8.829
1598,526947.84,710587.7,8.370000000000001
1599,526951.95,710578.59,6.6240000000000006
1600,526956.05,710569.47,7.416
1601,526960.16,710560.35,8.982000000000001
1602,526964.27,710551.23,10.017000000000001
1603,526968.37,710542.12,10.53
1604,526972.48,710533.0,10.610999999999999
1605,526976.59,710523.88,10.692
1606,526980.7,710514.76,10.71
1607,526984.8,710505.65,10.728
1608,526988.91,710496.53,11.691
1609,526993.02,710487.41,12.33
1610,526997.12,710478.29,12.591000000000001
1611,527001.23,710469.17,12.141
1612,527005.34,710460.06,11.439000000000002
1613,527009.45,710450.94,10.494
1614,527013.55,710441.82,9.711
1615,527017.66,710432.7,9.153
1616,527021.77,710423.59,9.513
1617,527025.88,710414.47,10.314000000000002
1618,527029.98,710405.35,10.520999999999999
1619,527034.09,710396.23,11.304
1620,527038.2,710387.12,11.304
1621,527042.3,710378.0,11.34
1622,527046.41,710368.88,11.214
1623,527050.52,710359.76,11.151000000000002
1624,527054.63,710350.65,11.394
1625,527058.73,710341.53,10.926
1626,527062.84,710332.41,8.307
1627,527066.95,710323.29,8.163
1628,527071.05,710314.18,7.308
1629,527075.16,710305.06,5.8229999999999995
1630,527079.27,710295.94,5.796
1631,527083.38,710286.82,6.255
1632,527087.48,710277.7,6.381
1633,527091.59,710268.59,7.920000000000001
1634,527095.7,710259.47,8.199
1635,527099.8,710250.35,7.479000000000001
1636,527103.91,710241.23,7.460999999999999
1637,527108.02,710232.12,6.6240000000000006
1638,527112.13,710223.0,5.949000000000001
1639,527116.23,710213.88,5.346
1640,527120.34,710204.76,4.905
1641,527124.45,710195.65,3.744
1642,527128.55,710186.53,3.222
1643,527132.66,710177.41,2.475
1644,527136.77,710168.29,2.16
1645,526928.21,710655.63,0.909
1646,526932.31,710646.52,1.143
1647,526936.42,710637.4,1.044
1648,526940.53,710628.28,0.9990000000000001
1649,526944.63,710619.16,1.7189999999999999
1650,526948.74,710610.05,3.042
1651,526952.85,710600.93,5.274
1652,526956.96,710591.81,5.436
1653,526961.06,710582.69,4.6259999999999994
1654,526965.17,710573.58,4.59
1655,526969.28,710564.46,7.209
1656,526973.38,710555.34,8.595
1657,526977.49,710546.22,8.613000000000001
1658,526981.6,710537.11,8.694
1659,526985.71,710527.99,9.558
1660,526989.81,710518.87,9.54
1661,526993.92,710509.75,9.738000000000001
1662,526998.03,710500.63,10.998000000000001
1663,527002.14,710491.52,11.538
1664,527006.24,710482.4,11.637
1665,527010.35,710473.28,11.007000000000001
1666,527014.46,710464.16,10.683
1667,527018.56,710455.05,9.846
1668,527022.67,710445.93,9.135
1669,527026.78,710436.81,9.522
1670,527030.89,710427.69,9.09
1671,527034.99,710418.58,9.585
1672,527039.1,710409.46,10.584
1673,527043.21,710400.34,11.34
1674,527047.31,710391.22,11.232000000000001
1675,527051.42,710382.11,10.692
1676,527055.53,710372.99,10.467
1677,527059.64,710363.87,10.251000000000001
1678,527063.74,710354.75,10.494
1679,527067.85,710345.64,10.962
1680,527071.96,710336.52,10.953
1681,527076.06,710327.4,10.818
1682,527080.17,710318.28,10.620000000000001
1683,527084.28,710309.16,9.251999999999999
1684,527088.39,710300.05,8.541
1685,527092.49,710290.93,7.668
1686,527096.6,710281.81,6.4350000000000005
1687,527100.71,710272.69,7.695000000000001
1688,527104.81,710263.58,8.235000000000001
1689,527108.92,710254.46,7.5600000000000005
1690,527113.03,710245.34,7.146000000000001
1691,527117.14,710236.22,6.174
1692,527121.24,710227.11,5.481
1693,527125.35,710217.99,4.905
1694,527129.46,710208.87,4.4910000000000005
1695,527133.57,710199.75,3.978
1696,527137.67,710190.64,3.591
1697,527141.78,710181.52,2.988
1698,527145.89,710172.4,2.1510000000000002
1699,527149.99,710163.28,2.331
1700,526953.75,710623.27,0.8370000000000001
1701,526957.86,710614.15,0.846
1702,526961.97,710605.04,3.9690000000000003
1703,526966.07,710595.92,2.862
1704,526970.18,710586.8,3.06
1705,526974.29,710577.68,3.69
1706,526978.4,710568.57,5.292
1707,526982.5,710559.45,5.364
1708,526986.61,710550.33,5.625
1709,526990.72,710541.21,5.985
1710,526994.82,710532.09,7.839000000000001
1711,526998.93,710522.98,7.344
1712,527003.04,710513.86,7.956
1713,527007.15,710504.74,9.747
1714,527011.25,710495.62,10.197000000000001
1715,527015.36,710486.51,10.062
1716,527019.47,710477.39,8.919
1717,527023.57,710468.27,8.964
1718,527027.68,710459.15,8.504999999999999
1719,527031.79,710450.04,7.119000000000001
1720,527035.9,710440.92,8.406
1721,527040.0,710431.8,7.047000000000001
1722,527044.11,710422.68,9.171
1723,527048.22,710413.57,10.278
1724,527052.32,710404.45,10.98
1725,527056.43,710395.33,10.296
1726,527060.54,710386.21,9.495000000000001
1727,527064.65,710377.1,9.243
1728,527068.75,710367.98,8.955
1729,527072.86,710358.86,8.937
1730,527076.97,710349.74,10.872
1731,527081.08,710340.62,10.647
1732,527085.18,710331.51,10.89
1733,527089.29,710322.39,11.133
1734,527093.4,710313.27,11.016
1735,527097.5,710304.15,10.161
1736,527101.61,710295.04,8.784
1737,527105.72,710285.92,6.803999999999999
1738,527109.83,710276.8,7.587
1739,527113.93,710267.68,7.722
1740,527118.04,710258.57,7.6049999999999995
1741,527122.15,710249.45,7.119000000000001
1742,527126.25,710240.33,5.949000000000001
1743,527130.36,710231.21,5.3100000000000005
1744,527134.47,710222.1,4.806
1745,527138.58,710212.98,4.527
1746,527142.68,710203.86,3.978
1747,527146.79,710194.74,3.591
1748,527150.9,710185.63,3.078
1749,527155.0,710176.51,2.583
1750,527159.11,710167.39,2.106
1751,526971.08,710609.14,0.5850000000000001
1752,526975.19,710600.03,0.882
1753,526979.3,710590.91,1.7189999999999999
1754,526983.41,710581.79,2.583
1755,526987.51,710572.67,2.7
1756,526991.62,710563.55,2.8440000000000003
1757,526995.73,710554.44,3.285
1758,526999.83,710545.32,3.681
1759,527003.94,710536.2,4.986
1760,527008.05,710527.08,4.599
1761,527012.16,710517.97,5.814
1762,527016.26,710508.85,7.551000000000001
1763,527020.37,710499.73,7.8660000000000005
1764,527024.48,710490.61,7.812
1765,527028.58,710481.5,7.3260000000000005
1766,527032.69,710472.38,8.181000000000001
1767,527036.8,710463.26,7.956
1768,527040.91,710454.14,7.470000000000001
1769,527045.01,710445.03,6.156
1770,527049.12,710435.91,4.473
1771,527053.23,710426.79,8.091000000000001
1772,527057.34,710417.67,9.891
1773,527061.44,710408.56,10.278
1774,527065.55,710399.44,9.405
1775,527069.66,710390.32,8.397
1776,527073.76,710381.2,7.875
1777,527077.87,710372.08,7.596
1778,527081.98,710362.97,7.308
1779,527086.09,710353.85,10.232999999999999
1780,527090.19,710344.73,9.693
1781,527094.3,710335.61,10.683
1782,527098.41,710326.5,11.124
1783,527102.51,710317.38,11.178
1784,527106.62,710308.26,11.106
1785,527110.73,710299.14,10.368
1786,527114.84,710290.03,7.767000000000001
1787,527118.94,710280.91,8.226
1788,527123.05,710271.79,8.388
1789,527127.16,710262.67,8.199
1790,527131.26,710253.56,7.470000000000001
1791,527135.37,710244.44,6.417
1792,527139.48,710235.32,5.607
1793,527143.59,710226.2,4.995
1794,527147.69,710217.09,4.545
1795,527151.8,710207.97,4.05
1796,527155.91,710198.85,3.591
1797,527160.01,710189.73,3.15
1798,527164.12,710180.61,2.8080000000000003
1799,527168.23,710171.5,1.872
1800,527172.34,710162.38,1.836
1801,526988.42,710595.02,0.522
1802,526992.52,710585.9,0.738
1803,526996.63,710576.78,1.062
1804,527000.74,710567.66,1.4400000000000002
1805,527004.84,710558.54,1.764
1806,527008.95,710549.43,3.087
1807,527013.06,710540.31,3.492
1808,527017.17,710531.19,3.321
1809,527021.27,710522.07,3.6630000000000003
1810,527025.38,710512.96,4.806
1811,527029.49,710503.84,5.157000000000001
1812,527033.6,710494.72,5.877000000000001
1813,527037.7,710485.6,6.714
1814,527041.81,710476.49,6.516
1815,527045.92,710467.37,7.137
1816,527050.02,710458.25,7.38
1817,527054.13,710449.13,5.994000000000001
1818,527058.24,710440.02,4.752000000000001
1819,527062.35,710430.9,6.579
1820,527066.45,710421.78,7.226999999999999
1821,527070.56,710412.66,8.270999999999999
1822,527074.67,710403.54,6.8759999999999994
1823,527078.77,710394.43,6.8580000000000005
1824,527082.88,710385.31,6.849
1825,527086.99,710376.19,6.444
1826,527091.1,710367.07,5.742
1827,527095.2,710357.96,9.621
1828,527099.31,710348.84,9.629999999999999
1829,527103.42,710339.72,10.431000000000001
1830,527107.52,710330.6,11.277
1831,527111.63,710321.49,11.357999999999999
1832,527115.74,710312.37,11.511
1833,527119.85,710303.25,11.124
1834,527123.95,710294.13,10.467
1835,527128.06,710285.02,9.162
1836,527132.17,710275.9,9.756
1837,527136.27,710266.78,9.468
1838,527140.38,710257.66,8.1
1839,527144.49,710248.55,6.7410000000000005
1840,527148.6,710239.43,5.985
1841,527152.7,710230.31,5.328
1842,527156.81,710221.19,4.6530000000000005
1843,527160.92,710212.07,4.131
1844,527165.03,710202.96,3.6630000000000003
1845,527169.13,710193.84,3.222
1846,527173.24,710184.72,2.9250000000000003
1847,527177.35,710175.6,2.061
1848,527181.45,710166.49,1.611
1849,527013.96,710562.65,0.738
1850,527018.07,710553.53,1.4040000000000001
1851,527022.18,710544.42,2.106
1852,527026.28,710535.3,1.9980000000000002
1853,527030.39,710526.18,2.727
1854,527034.5,710517.06,3.411
1855,527038.61,710507.95,3.618
1856,527042.71,710498.83,5.643
1857,527046.82,710489.71,4.689
1858,527050.93,710480.59,4.005
1859,527055.03,710471.48,5.6610000000000005
1860,527059.14,710462.36,7.353
1861,527063.25,710453.24,6.462
1862,527067.36,710444.12,5.175
1863,527071.46,710435.01,5.283
1864,527075.57,710425.89,5.4270000000000005
1865,527079.68,710416.77,5.931
1866,527083.78,710407.65,6.075
1867,527087.89,710398.53,6.345
1868,527092.0,710389.42,6.606
1869,527096.11,710380.3,6.111
1870,527100.21,710371.18,5.256
1871,527104.32,710362.06,4.3020000000000005
1872,527108.43,710352.95,6.507000000000001
1873,527112.54,710343.83,9.081
1874,527116.64,710334.71,10.125
1875,527120.75,710325.59,11.142000000000001
1876,527124.86,710316.48,11.682
1877,527128.96,710307.36,11.367
1878,527133.07,710298.24,11.709
1879,527137.18,710289.12,10.602
1880,527141.29,710280.01,11.034
1881,527145.39,710270.89,11.007000000000001
1882,527149.5,710261.77,8.514000000000001
1883,527153.61,710252.65,7.0649999999999995
1884,527157.71,710243.54,6.381
1885,527161.82,710234.42,5.8500000000000005
1886,527165.93,710225.3,5.022
1887,527170.04,710216.18,4.311
1888,527174.14,710207.06,3.726
1889,527178.25,710197.95,3.3120000000000003
1890,527182.36,710188.83,3.051
1891,527186.46,710179.71,2.763
1892,527190.57,710170.59,1.368
1893,527031.29,710548.52,0.63
1894,527035.4,710539.41,0.9720000000000001
1895,527039.51,710530.29,1.692
1896,527043.62,710521.17,2.2230000000000003
1897,527047.72,710512.05,2.556
1898,527051.83,710502.94,3.3480000000000003
1899,527055.94,710493.82,3.123
1900,527060.04,710484.7,2.493
1901,527064.15,710475.58,4.077
1902,527068.26,710466.47,5.814
1903,527072.37,710457.35,5.4990000000000006
1904,527076.47,710448.23,4.878
1905,527080.58,710439.11,4.599
1906,527084.69,710429.99,4.6979999999999995
1907,527088.8,710420.88,5.112
1908,527092.9,710411.76,5.787
1909,527097.01,710402.64,6.102
1910,527101.12,710393.52,6.111
1911,527105.22,710384.41,5.877000000000001
1912,527109.33,710375.29,4.959
1913,527113.44,710366.17,4.563000000000001
1914,527117.55,710357.05,5.7330000000000005
1915,527121.65,710347.94,7.182
1916,527125.76,710338.82,6.687
1917,527129.87,710329.7,10.584
1918,527133.97,710320.58,11.151000000000002
1919,527138.08,710311.47,11.556000000000001
1920,527142.19,710302.35,11.313
1921,527146.3,710293.23,11.052
1922,527150.4,710284.11,11.367
1923,527154.51,710275.0,10.989
1924,527158.62,710265.88,9.261
1925,527162.72,710256.76,7.659
1926,527166.83,710247.64,6.795
1927,527170.94,710238.52,6.4350000000000005
1928,527175.05,710229.41,5.436
1929,527179.15,710220.29,4.518
1930,527183.26,710211.17,3.8070000000000004
1931,527187.37,710202.05,3.375
1932,527191.47,710192.94,2.9610000000000003
1933,527195.58,710183.82,2.565
1934,527199.69,710174.7,1.503
1935,527203.8,710165.58,1.611
1936,527048.63,710534.4,0.657
1937,527052.73,710525.28,1.098
1938,527056.84,710516.16,1.665
1939,527060.95,710507.04,2.0160000000000005
1940,527065.06,710497.93,1.935
1941,527069.16,710488.81,2.0160000000000005
1942,527073.27,710479.69,2.826
1943,527077.38,710470.57,3.9509999999999996
1944,527081.48,710461.45,4.086
1945,527085.59,710452.34,4.293
1946,527089.7,710443.22,3.7350000000000003
1947,527093.81,710434.1,3.483
1948,527097.91,710424.98,4.509
1949,527102.02,710415.87,5.787
1950,527106.13,710406.75,5.859
1951,527110.23,710397.63,5.805000000000001
1952,527114.34,710388.51,5.625
1953,527118.45,710379.4,4.77
1954,527122.56,710370.28,5.211
1955,527126.66,710361.16,5.697
1956,527130.77,710352.04,6.75
1957,527134.88,710342.93,7.11
1958,527138.98,710333.81,10.143
1959,527143.09,710324.69,10.881
1960,527147.2,710315.57,11.097
1961,527151.31,710306.46,10.98
1962,527155.41,710297.34,10.881
1963,527159.52,710288.22,11.043
1964,527163.63,710279.1,10.610999999999999
1965,527167.73,710269.98,9.558
1966,527171.84,710260.87,7.695000000000001
1967,527175.95,710251.75,7.272
1968,527180.06,710242.63,7.146000000000001
1969,527184.16,710233.51,6.345
1970,527188.27,710224.4,5.157000000000001
1971,527192.38,710215.28,4.257000000000001
1972,527196.49,710206.16,3.564
1973,527200.59,710197.04,3.3120000000000003
1974,527204.7,710187.93,3.006
1975,527208.81,710178.81,2.088
1976,527212.91,710169.69,1.4400000000000002
1977,527065.96,710520.27,0.936
1978,527070.07,710511.15,1.251
1979,527074.17,710502.03,1.431
1980,527078.28,710492.91,1.746
1981,527082.39,710483.8,2.16
1982,527086.49,710474.68,2.547
1983,527090.6,710465.56,2.9699999999999998
1984,527094.71,710456.44,3.195
1985,527098.82,710447.33,3.303
1986,527102.92,710438.21,3.4379999999999997
1987,527107.03,710429.09,3.6990000000000003
1988,527111.14,710419.97,4.833
1989,527115.24,710410.86,5.598
1990,527119.35,710401.74,5.571000000000001
1991,527123.46,710392.62,5.274
1992,527127.57,710383.5,5.337
1993,527131.67,710374.39,6.363
1994,527135.78,710365.27,7.434
1995,527139.89,710356.15,8.397
1996,527144.0,710347.03,9.036
1997,527148.1,710337.92,9.351
1998,527152.21,710328.8,10.692
1999,527156.32,710319.68,10.728
2000,527160.42,710310.56,10.746
2001,527164.53,710301.44,10.719000000000001
2002,527168.64,710292.33,10.8
2003,527172.75,710283.21,10.296
2004,527176.85,710274.09,9.54
2005,527180.96,710264.97,8.082
2006,527185.07,710255.86,8.226
2007,527189.17,710246.74,8.235000000000001
2008,527193.28,710237.62,7.74
2009,527197.39,710228.5,6.426
2010,527201.5,710219.39,4.896000000000001
2011,527205.6,710210.27,3.9509999999999996
2012,527209.71,710201.15,3.5010000000000003
2013,527213.82,710192.03,3.33
2014,527217.92,710182.92,2.9250000000000003
2015,527222.03,710173.8,1.269
2016,527079.18,710515.26,0.7200000000000001
2017,527083.29,710506.14,1.125
2018,527087.4,710497.02,1.4849999999999999
2019,527091.5,710487.9,1.7009999999999998
2020,527095.61,710478.79,1.953
2021,527099.72,710469.67,2.43
2022,527103.83,710460.55,2.943
2023,527107.93,710451.43,3.132
2024,527112.04,710442.32,3.3120000000000003
2025,527116.15,710433.2,5.175
2026,527120.26,710424.08,5.625
2027,527124.36,710414.96,5.652
2028,527128.47,710405.85,5.6610000000000005
2029,527132.58,710396.73,5.841
2030,527136.68,710387.61,7.2
2031,527140.79,710378.49,8.1
2032,527144.9,710369.38,8.946
2033,527149.01,710360.26,10.161
2034,527153.11,710351.14,11.25
2035,527157.22,710342.02,10.610999999999999
2036,527161.33,710332.9,10.638
2037,527165.43,710323.79,10.610999999999999
2038,527169.54,710314.67,10.359
2039,527173.65,710305.55,10.485000000000001
2040,527177.76,710296.43,10.341000000000001
2041,527181.86,710287.32,9.891
2042,527185.97,710278.2,9.981
2043,527190.08,710269.08,9.629999999999999
2044,527194.18,710259.96,9.189000000000002
2045,527198.29,710250.85,9.171
2046,527202.4,710241.73,9.162
2047,527206.51,710232.61,7.821
2048,527210.61,710223.49,5.7330000000000005
2049,527214.72,710214.38,4.365
2050,527218.83,710205.26,3.69
2051,527222.93,710196.14,3.384
2052,527227.04,710187.02,3.0690000000000004
2053,527231.15,710177.91,1.512
2054,527235.26,710168.79,1.476
2055,527092.41,710510.25,0.54
2056,527096.52,710501.13,1.071
2057,527100.62,710492.01,1.4849999999999999
2058,527104.73,710482.89,1.62
2059,527108.84,710473.78,1.9800000000000002
2060,527112.94,710464.66,2.6550000000000002
2061,527117.05,710455.54,3.096
2062,527121.16,710446.42,3.114
2063,527125.27,710437.31,3.411
2064,527129.37,710428.19,4.284
2065,527133.48,710419.07,5.274
2066,527137.59,710409.95,6.111
2067,527141.69,710400.84,7.829999999999999
2068,527145.8,710391.72,8.829
2069,527149.91,710382.6,9.972
2070,527154.02,710373.48,10.746
2071,527158.12,710364.36,11.718
2072,527162.23,710355.25,12.51
2073,527166.34,710346.13,11.952
2074,527170.44,710337.01,10.89
2075,527174.55,710327.89,10.998000000000001
2076,527178.66,710318.78,10.386
2077,527182.77,710309.66,10.188
2078,527186.87,710300.54,9.936
2079,527190.98,710291.42,9.432
2080,527195.09,710282.31,10.35
2081,527199.2,710273.19,9.945
2082,527203.3,710264.07,10.017000000000001
2083,527207.41,710254.95,10.494
2084,527211.52,710245.84,10.224
2085,527215.62,710236.72,8.73
2086,527219.73,710227.6,6.336
2087,527223.84,710218.48,4.707000000000001
2088,527227.95,710209.37,3.753
2089,527232.05,710200.25,3.456
2090,527236.16,710191.13,3.132
2091,527240.27,710182.01,2.2230000000000003
2092,527244.37,710172.89,1.305
2093,527105.63,710505.24,0.657
2094,527109.74,710496.12,0.9
2095,527113.85,710487.0,1.179
2096,527117.95,710477.88,1.809
2097,527122.06,710468.77,2.358
2098,527126.17,710459.65,2.61
2099,527130.28,710450.53,3.015
2100,527134.38,710441.41,3.4019999999999997
2101,527138.49,710432.3,4.221
2102,527142.6,710423.18,5.787
2103,527146.7,710414.06,7.092
2104,527150.81,710404.94,8.757000000000001
2105,527154.92,710395.82,9.846
2106,527159.03,710386.71,10.809
2107,527163.13,710377.59,11.610000000000001
2108,527167.24,710368.47,12.294
2109,527171.35,710359.35,12.789000000000001
2110,527175.46,710350.24,12.762
2111,527179.56,710341.12,11.493
